800534	550009	2	2	3	3	3	5	4	2	5	2	4	3	5	2	2	3	3	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	7	6	6	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	0	0	21	4	2	0	1	0	0	-2.8231016	7.96990264392256	0	2	0	-999	-999
800540	548205	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	5	1	1	5	2	2	5	1	1	3	5	5	1	5	1	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	7	7	7	7	5	6	7	6	6	5	5	7	2	4	0	0	0	1	57	2	0	-999	6	0	1	.7768984	.603571123922561	1	0	-999	0	-999
800552	511996	3	3	3	4	4	3	2	2	4	2	4	3	4	2	2	4	4	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3	4	4	4	3	2	2	4	2	4	4	3	2	2	2	4	2	5	5	5	5	3	5	5	5	6	4	5	5	5	5	5	0	0	0	0	48	6	3	0	4	0	0	-.1231016	.0151540039225599	1	3	4	2	5
800561	512780	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	3	2	2	3	2	3	4	3	4	3	3	1	2	5	3	3	3	4	5	3	3	2	2	3	4	3	4	2	2	2	3	3	3	3	6	6	5	5	5	5	4	6	6	5	5	5	5	5	2	0	0	0	0	23	3	1	0	3	0	1	-2.6231016	6.88066200392256	0	1	0	1	0
800585	502426	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	4	4	2	3	4	3	5	1	1	4	3	3	3	3	3	2	5	4	6	6	5	-999	-999	-999	-999	-999	4	4	5	3	2	0	0	0	0	48	3	2	-999	1	0	1	-.1231016	.0151540039225599	1	2	-999	2	-999
800637	579537	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	7	7	7	4	6	6	7	6	5	0	0	0	0	61	2	0	1	4	1	1	1.1768984	1.38508984392256	0	0	2	0	2
800643	594073	2	2	2	4	1	2	1	2	3	1	4	1	3	2	1	2	2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	5	6	5	7	6	5	6	6	7	-999	-999	-999	-999	-999	0	0	0	0	81	1	0	3	2	0	1	3.1768984	10.0926834439226	0	0	3	0	3
800659	537734	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	5	4	2	2	1	2	4	1	3	2	3	2	2	1	2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	6	6	5	5	6	5	6	6	5	6	6	6	5	4	0	0	0	0	73	2	0	4	3	1	0	2.3768984	5.64964600392256	0	0	4	0	4
800671	568484	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	5	2	1	1	2	2	4	3	3	2	3	2	2	2	2	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	3	4	2	4	5	4	5	1	4	5	3	5	2	0	0	0	0	60	2	0	3	4	1	0	1.0768984	1.15971016392256	1	0	3	0	3
800674	556823	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	2	4	3	2	3	2	4	3	4	4	3	3	4	3	3	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	6	6	5	5	6	6	6	5	5	5	5	6	6	6	0	0	0	0	56	2	0	5	5	0	0	.6768984	.45819144392256	1	0	5	0	5
800677	527667	4	4	2	3	3	3	4	3	4	4	4	4	4	3	4	4	2	2	3	4	2	4	3	3	2	3	5	2	4	3	4	4	4	4	4	3	2	2	3	4	4	4	4	4	4	4	4	4	3	2	4	4	4	4	4	6	5	3	4	6	4	6	5	4	4	6	6	6	3	0	0	0	0	15	5	3	0	1	0	0	-3.4231016	11.7176245639226	0	3	0	3	0
800695	545089	1	4	2	4	1	1	2	1	3	1	4	2	3	3	2	2	2	1	1	1	2	1	1	2	2	2	3	1	4	1	2	2	1	2	2	1	1	2	2	4	1	5	1	1	3	1	4	1	2	2	2	2	2	1	2	4	5	2	2	5	5	5	4	3	5	5	5	4	4	0	0	0	0	71	1	0	3	2	0	1	2.1768984	4.73888664392256	0	0	3	0	3
800701	596902	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	7	7	7	6	7	7	7	7	6	6	6	7	7	6	0	0	0	0	33	1	0	5	1	0	1	-1.6231016	2.63445880392256	1	0	6	0	8
800750	536340	1	1	3	3	3	3	3	3	3	2	2	2	3	3	1	3	1	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	2	2	3	1	3	4	3	4	1	1	1	3	3	2	3	2	1	6	6	6	6	6	-999	-999	-999	-999	-999	6	6	6	6	4	0	0	0	0	50	3	1	4	6	1	1	.0768984000000003	.00591336392256005	1	1	4	1	4
800762	500531	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	1	2	2	2	2	3	3	3	4	3	3	2	2	2	3	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	6	6	6	5	5	6	6	6	5	6	6	6	5	0	0	0	0	42	5	4	3	5	1	1	-.7231016	.52287592392256	1	4	3	4	3
800775	542581	1	1	5	1	1	5	2	2	3	2	3	2	2	2	2	2	2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	1	5	1	5	2	2	2	2	2	2	2	2	2	2	1	1	4	4	5	4	2	6	6	6	5	2	6	6	6	5	2	0	0	0	0	43	5	3	5	6	0	0	-.6231016	.38825560392256	1	3	5	3	5
800778	511151	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	2	2	2	2	2	4	4	3	4	3	3	2	3	2	4	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	6	5	4	1	3	4	4	2	4	5	5	5	3	0	0	0	0	52	1	0	3	5	0	1	.2768984	.0766727239225602	1	0	3	0	3
800848	571722	3	3	3	3	3	3	1	2	5	1	4	4	3	2	4	3	3	2	4	3	3	3	3	4	2	2	4	1	4	4	3	3	3	2	3	2	3	3	3	3	3	3	2	2	4	1	4	4	3	3	4	3	4	3	6	5	6	6	5	5	5	5	5	5	5	5	5	5	4	0	0	0	0	26	4	2	-999	2	0	0	-2.3231016	5.39680104392256	0	2	-999	2	-999
800851	549005	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	4	7	6	6	4	3	4	3	5	2	2	2	2	6	0	0	0	0	29	2	0	3	5	1	1	-2.0231016	4.09294008392256	1	0	3	0	3
800869	587496	1	1	2	3	1	2	3	4	4	3	3	4	3	2	2	3	3	2	2	2	2	2	1	4	3	4	4	3	3	4	4	2	2	2	1	1	1	1	2	2	1	2	4	4	4	4	4	4	3	2	2	4	2	2	5	6	6	6	6	6	6	6	6	6	5	6	6	6	6	0	0	0	0	57	4	2	-999	2	1	0	.7768984	.603571123922561	1	2	-999	2	-999
800881	543600	1	3	2	4	2	2	2	2	4	2	3	2	2	2	3	3	3	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	2	4	2	2	2	2	3	2	3	2	3	2	3	3	3	2	5	5	6	5	2	5	5	4	4	2	6	5	6	5	3	0	0	0	0	73	1	0	4	2	1	0	2.3768984	5.64964600392256	0	0	4	0	4
800894	547476	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	3	4	2	5	1	1	3	3	2	2	2	2	2	3	2	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	5	6	5	6	4	4	4	4	4	4	5	5	6	6	0	0	0	0	64	1	0	2	2	0	1	1.4768984	2.18122888392256	0	0	2	0	2
800903	594616	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	5	1	1	1	1	2	2	4	4	2	2	2	2	1	2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	5	6	6	3	3	4	6	4	4	4	3	5	4	0	0	0	0	41	5	3	5	5	1	0	-.8231016	.677496243922559	1	3	6	3	6
800909	512649	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	1	1	1	1	2	3	2	2	3	3	2	3	3	3	3	3	2	-999	-999	-999	-999	-999	5	6	5	6	4	4	5	4	4	4	0	0	0	0	34	4	2	3	5	1	1	-1.5231016	2.31983848392256	1	2	3	2	4
800918	541351	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	2	2	2	2	2	2	2	4	3	3	3	3	2	2	2	2	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	2	3	5	6	5	3	4	3	6	4	4	5	5	3	0	0	0	0	58	2	0	1	2	1	1	.8768984	.768950803922561	1	0	1	0	0
800930	575732	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	5	1	1	3	4	4	5	1	1	1	5	5	1	5	1	1	2	1	5	1	1	3	5	2	3	2	3	3	4	4	3	3	3	3	-999	-999	-999	-999	-999	5	5	6	6	5	1	2	2	3	2	0	0	0	0	20	4	2	0	3	0	0	-2.9231016	8.54452296392256	0	2	0	2	0
800942	513928	1	2	2	4	2	2	1	1	1	1	3	3	2	1	2	4	2	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	2	4	2	2	2	2	2	1	4	3	2	2	2	2	2	2	7	7	6	6	7	6	6	7	5	7	6	6	6	7	6	0	0	0	0	90	2	0	2	1	1	0	4.0768984	16.6211005639226	1	0	2	0	2
800994	579544	2	3	4	2	2	4	1	1	4	1	4	1	2	2	2	2	2	2	1	2	5	3	1	2	1	2	3	1	3	2	2	1	2	2	2	1	1	1	5	1	1	5	1	2	2	1	4	2	4	2	2	1	2	1	5	5	6	5	5	5	5	6	6	4	5	6	7	7	6	0	0	0	0	62	1	0	3	4	0	0	1.2768984	1.63046952392256	0	0	3	0	3
800997	544656	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3	4	4	3	3	4	3	4	4	5	4	3	3	4	3	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	6	5	5	5	4	6	6	6	-999	-999	-999	-999	-999	0	0	0	0	18	4	2	1	2	0	1	-3.1231016	9.75376360392256	0	2	1	2	1
801004	512380	2	3	1	3	2	2	2	2	2	3	4	2	2	3	3	2	3	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	2	3	2	2	2	2	2	3	4	2	3	3	4	2	4	4	-999	-999	-999	-999	-999	5	5	5	5	3	5	5	5	4	4	0	0	0	0	51	1	0	5	2	0	0	.1768984	.0312930439225601	1	0	5	0	5
801031	583963	3	3	2	4	3	4	2	2	2	3	4	4	3	2	3	2	3	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	4	2	4	2	2	2	2	4	2	3	2	3	2	2	4	2	2	6	6	6	6	7	6	6	6	6	7	5	6	6	6	6	0	0	0	0	40	4	2	5	4	1	0	-.9231016	.852116563922559	1	2	5	2	5
801037	558245	4	2	4	3	3	3	2	3	3	3	4	2	2	2	4	3	4	4	3	3	2	2	1	4	2	2	4	2	2	3	3	4	4	2	3	2	4	3	3	2	2	3	2	2	3	2	1	2	3	4	3	2	4	4	-999	-999	-999	-999	-999	6	6	6	6	6	5	6	5	6	6	0	0	0	0	38	4	2	2	4	1	1	-1.1231016	1.26135720392256	1	2	2	2	2
801055	515383	4	2	3	4	2	4	4	4	4	5	5	5	3	1	1	1	3	3	3	2	2	3	3	3	4	4	4	5	4	5	3	1	2	2	3	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7	7	7	7	6	6	6	7	7	6	7	7	7	7	6	0	0	0	0	49	2	0	4	4	0	1	-.0231015999999997	.000533683922559985	1	0	5	0	5
801068	502505	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	3	3	1	3	3	3	4	2	2	2	3	4	3	3	3	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	5	6	6	5	5	5	6	6	4	4	5	5	6	0	0	0	0	36	4	2	3	5	1	1	-1.3231016	1.75059784392256	1	2	3	2	3
801083	568148	1	1	5	3	1	2	2	2	3	1	2	3	3	3	3	2	3	2	1	1	5	1	1	5	2	2	3	1	2	3	2	2	3	2	3	3	1	1	5	3	1	4	2	2	2	1	2	4	3	2	1	2	3	1	5	5	5	5	5	4	4	4	4	4	5	4	5	5	5	0	0	0	0	68	2	0	2	4	1	1	1.8768984	3.52274760392256	0	0	2	0	2
801132	565264	1	1	5	1	1	2	3	2	3	3	2	1	3	2	3	4	3	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	4	2	2	4	3	3	2	3	4	2	3	2	3	2	3	2	2	2	3	3	1	1	1	2	2	1	2	2	2	2	2	0	0	0	0	58	2	0	1	4	1	1	.8768984	.768950803922561	1	0	1	0	1
